STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
DELHI UT,CAW,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,128,0,0,0,130
DELHI UT,CENTRAL,2011,25,15,10,16,0,16,154,89,65,0,0,26,39,1308,831,477,2,21,143,2,0,146,3,32,4,29,0,7,469,2451
DELHI UT,CRIME BRANCH,2011,1,4,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,77,6,0,0,0,0,0,0,0,0,29,121
DELHI UT,DELHI UT TOTAL,2011,543,386,71,572,0,572,3767,2085,1682,33,25,562,1419,22899,14668,8231,50,337,2590,44,42,1946,142,657,162,1575,0,1168,14363,53353
DELHI UT,EAST,2011,54,53,6,55,0,55,393,226,167,7,1,67,154,3490,2405,1085,10,21,193,3,5,190,14,78,17,160,0,194,1839,7004
DELHI UT,EOW,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,147,0,0,0,0,0,0,0,0,0,0,149
DELHI UT,GRP(RLY),2011,10,3,0,4,0,4,25,10,15,3,0,21,4,746,32,714,0,15,9,0,0,4,1,7,1,0,0,0,119,972
DELHI UT,IGI AIRPORT,2011,1,0,0,0,0,0,3,0,3,0,0,0,0,67,12,55,1,4,435,0,0,1,0,8,2,0,0,7,36,565
DELHI UT,NEW DELHI,2011,6,4,3,2,0,2,33,17,16,1,0,12,38,418,166,252,3,22,126,15,0,18,1,17,12,5,0,82,363,1181
DELHI UT,NORTH,2011,38,19,3,11,0,11,177,84,93,1,1,38,59,1176,614,562,1,32,153,4,2,133,4,15,10,88,0,33,843,2841
DELHI UT,NORTH-EAST,2011,66,43,9,69,0,69,530,285,245,5,5,55,76,2702,1812,890,3,17,101,0,1,288,21,88,21,254,0,165,1215,5734
DELHI UT,NORTH-WEST,2011,51,36,2,58,0,58,331,177,154,4,0,89,180,2268,1554,714,1,18,165,1,3,132,10,48,13,117,0,31,1331,4889
DELHI UT,OUTER,2011,84,60,10,73,0,73,577,328,249,4,4,74,260,2220,1570,650,4,36,167,1,8,248,34,65,3,196,0,23,1967,6118
DELHI UT,SOUTH,2011,30,25,5,65,0,65,222,143,79,1,5,31,203,2252,1457,795,4,36,211,3,2,124,11,50,29,59,0,35,1738,5141
DELHI UT,SOUTH-EAST,2011,61,33,6,75,0,75,478,234,244,4,3,54,147,2437,1578,859,6,59,262,3,8,270,19,127,32,108,0,270,1915,6377
DELHI UT,SOUTH-WEST,2011,51,44,5,69,0,69,391,238,153,0,1,52,158,1234,818,416,10,16,172,4,6,131,11,56,10,144,0,14,1204,3783
DELHI UT,STF,2011,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5,14
DELHI UT,WEST,2011,64,45,12,73,0,73,453,254,199,3,5,43,101,2578,1819,759,5,38,225,0,7,261,13,65,8,287,0,307,1290,5883
